"llaveho","c_ingxtrab","ingxtrab","c_ingxrnta","ingxrnta","c_ingxinv","ingxinv","c_otrosing","otrosing","ing_total","tipo_ing","destiping"
"0002775021",1,345600,0,0,0,0,0,0,345600,1,"Con Ingreso Positivo"
"0002775031",1,660000,0,0,0,0,0,0,660000,1,"Con Ingreso Positivo"
"0002775041",1,336000,0,0,0,0,1,240000,576000,1,"Con Ingreso Positivo"
"0002775051",1,134400,0,0,0,0,0,0,134400,1,"Con Ingreso Positivo"
"0002776021",1,180000,0,0,0,0,0,0,180000,1,"Con Ingreso Positivo"
"0002777011",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0002777041",1,55200,0,0,0,0,0,0,55200,1,"Con Ingreso Positivo"
"0002777051",1,148000,0,0,0,0,1,111700,259700,1,"Con Ingreso Positivo"
"0002777061",1,126400,0,0,0,0,1,36000,162400,1,"Con Ingreso Positivo"
"0002777071",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0002777081",1,67200,0,0,0,0,1,24000,91200,1,"Con Ingreso Positivo"
"0002777091",1,62400,0,0,0,0,1,15300,77700,1,"Con Ingreso Positivo"
"0002777101",1,0,0,0,0,0,1,41600,41600,1,"Con Ingreso Positivo"
"0002777111",1,0,0,0,0,0,1,33600,33600,1,"Con Ingreso Positivo"
"0002777141",1,60000,0,0,0,0,1,66600,126600,1,"Con Ingreso Positivo"
"0002777151",1,186000,0,0,0,0,0,0,186000,1,"Con Ingreso Positivo"
"0002777161",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0002777171",1,223200,0,0,0,0,0,0,223200,1,"Con Ingreso Positivo"
"0002777181",1,84800,0,0,0,0,0,0,84800,1,"Con Ingreso Positivo"
"0002777201",1,31200,1,0,1,0,1,0,31200,1,"Con Ingreso Positivo"
"0002778011",1,88400,0,0,0,0,0,0,88400,1,"Con Ingreso Positivo"
"0002778021",1,284000,0,0,0,0,0,0,284000,1,"Con Ingreso Positivo"
"0002778041",1,260000,0,0,0,0,0,0,260000,1,"Con Ingreso Positivo"
"0002778051",1,724800,0,0,0,0,0,0,724800,1,"Con Ingreso Positivo"
"0002778061",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0002778081",1,144000,1,24000,1,260000,1,216000,644000,1,"Con Ingreso Positivo"
"0002778091",1,52000,0,0,0,0,1,21000,73000,1,"Con Ingreso Positivo"
"0002778101",1,240000,1,24000,0,0,0,0,264000,1,"Con Ingreso Positivo"
"0002778121",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002778141",1,216000,0,0,0,0,0,0,216000,1,"Con Ingreso Positivo"
"0002778171",1,26000,0,0,0,0,1,30600,56600,1,"Con Ingreso Positivo"
"0002778181",1,288000,0,0,0,0,1,73600,361600,1,"Con Ingreso Positivo"
"0002778201",1,110400,1,30000,0,0,1,51000,191400,1,"Con Ingreso Positivo"
"0002779011",1,127200,0,0,0,0,0,0,127200,1,"Con Ingreso Positivo"
"0002779021",1,18000,0,0,0,0,0,0,18000,1,"Con Ingreso Positivo"
"0002779031",1,0,0,0,0,0,1,288000,288000,1,"Con Ingreso Positivo"
"0002779041",1,98800,0,0,0,0,1,10800,109600,1,"Con Ingreso Positivo"
"0002779051",1,52000,0,0,0,0,1,9600,61600,1,"Con Ingreso Positivo"
"0002779061",1,117600,0,0,0,0,1,15300,132900,1,"Con Ingreso Positivo"
"0002779081",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0002779101",1,143000,0,0,0,0,0,0,143000,1,"Con Ingreso Positivo"
"0002779111",1,96000,0,0,0,0,1,39600,135600,1,"Con Ingreso Positivo"
"0002779121",1,72000,0,0,0,0,1,96000,168000,1,"Con Ingreso Positivo"
"0002779131",1,26000,0,0,0,0,1,29340,55340,1,"Con Ingreso Positivo"
"0002779141",1,93600,0,0,0,0,1,98000,191600,1,"Con Ingreso Positivo"
"0002779151",1,76800,0,0,0,0,0,0,76800,1,"Con Ingreso Positivo"
"0002779161",1,260000,0,0,0,0,0,0,260000,1,"Con Ingreso Positivo"
"0002779171",1,0,0,0,0,0,1,15300,15300,1,"Con Ingreso Positivo"
"0002779181",1,72800,0,0,0,0,0,0,72800,1,"Con Ingreso Positivo"
"0002780031",1,96400,0,0,0,0,1,108000,204400,1,"Con Ingreso Positivo"
"0002780032",1,108000,0,0,0,0,0,0,108000,1,"Con Ingreso Positivo"
"0002780051",1,326000,1,18000,0,0,0,0,344000,1,"Con Ingreso Positivo"
"0002780071",1,148800,0,0,0,0,1,28800,177600,1,"Con Ingreso Positivo"
"0002780081",1,603600,0,0,0,0,1,165600,769200,1,"Con Ingreso Positivo"
"0002780091",1,280800,0,0,0,0,0,0,280800,1,"Con Ingreso Positivo"
"0002780101",1,156000,1,50400,0,0,1,33600,240000,1,"Con Ingreso Positivo"
"0002780111",1,124000,0,0,0,0,1,21600,145600,1,"Con Ingreso Positivo"
"0002780141",1,96000,0,0,0,0,1,207300,303300,1,"Con Ingreso Positivo"
"0002780151",1,41600,0,0,0,0,1,24000,65600,1,"Con Ingreso Positivo"
"0002780161",1,124800,0,0,0,0,0,0,124800,1,"Con Ingreso Positivo"
"0002780171",1,130800,0,0,0,0,0,0,130800,1,"Con Ingreso Positivo"
"0002780181",1,288000,0,0,0,0,1,288000,576000,1,"Con Ingreso Positivo"
"0002780191",1,119444,0,0,0,0,0,0,119444,1,"Con Ingreso Positivo"
"0002781021",1,93600,0,0,0,0,1,8400,102000,1,"Con Ingreso Positivo"
"0002781031",1,0,1,72000,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0002781041",1,111160,0,0,0,0,0,0,111160,1,"Con Ingreso Positivo"
"0002781051",1,111800,0,0,0,0,1,10400,122200,1,"Con Ingreso Positivo"
"0002781061",1,120000,0,0,0,0,0,0,120000,1,"Con Ingreso Positivo"
"0002781071",1,36400,0,0,0,0,0,0,36400,1,"Con Ingreso Positivo"
"0002781081",1,62400,0,0,0,0,1,44100,106500,1,"Con Ingreso Positivo"
"0002781091",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002781101",1,240000,0,0,0,0,1,366000,606000,1,"Con Ingreso Positivo"
"0002781121",1,44200,0,0,0,0,1,73200,117400,1,"Con Ingreso Positivo"
"0002781131",1,104000,0,0,0,0,1,15600,119600,1,"Con Ingreso Positivo"
"0002781141",1,187200,0,0,0,0,1,18000,205200,1,"Con Ingreso Positivo"
"0002781161",1,62400,0,0,0,0,1,9600,72000,1,"Con Ingreso Positivo"
"0002781171",1,0,1,84000,0,0,0,0,84000,1,"Con Ingreso Positivo"
"0002781181",1,91000,1,9600,0,0,0,0,100600,1,"Con Ingreso Positivo"
"0002781191",1,227200,0,0,0,0,0,0,227200,1,"Con Ingreso Positivo"
"0002781201",1,39000,0,0,0,0,1,30400,69400,1,"Con Ingreso Positivo"
"0002782011",1,499200,0,0,0,0,0,0,499200,1,"Con Ingreso Positivo"
"0002782031",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0002782041",1,36400,0,0,0,0,1,15000,51400,1,"Con Ingreso Positivo"
"0002782051",1,0,0,0,0,0,1,30600,30600,1,"Con Ingreso Positivo"
"0002782071",1,372000,0,0,0,0,0,0,372000,1,"Con Ingreso Positivo"
"0002782091",1,35360,0,0,0,0,1,62240,97600,1,"Con Ingreso Positivo"
"0002782101",1,360000,0,0,0,0,0,0,360000,1,"Con Ingreso Positivo"
"0002782121",1,241600,0,0,0,0,0,0,241600,1,"Con Ingreso Positivo"
"0002782131",1,37200,0,0,0,0,1,60000,97200,1,"Con Ingreso Positivo"
"0002782132",1,91200,0,0,0,0,0,0,91200,1,"Con Ingreso Positivo"
"0002782133",1,58800,0,0,0,0,0,0,58800,1,"Con Ingreso Positivo"
"0002782141",1,88400,0,0,0,0,1,144000,232400,1,"Con Ingreso Positivo"
"0002782151",1,15600,0,0,0,0,0,0,15600,1,"Con Ingreso Positivo"
"0002782171",1,180000,0,0,0,0,1,52200,232200,1,"Con Ingreso Positivo"
"0002782181",1,124400,0,0,0,0,1,19200,143600,1,"Con Ingreso Positivo"
"0002782191",1,1800,0,0,0,0,1,158400,160200,1,"Con Ingreso Positivo"
"0002783021",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0002783031",1,137600,0,0,0,0,1,36000,173600,1,"Con Ingreso Positivo"
"0002783041",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0002784011",1,48000,0,0,0,0,0,0,48000,1,"Con Ingreso Positivo"
"0002784031",1,720000,0,0,0,0,0,0,720000,1,"Con Ingreso Positivo"
"0002784041",1,75400,0,0,0,0,0,0,75400,1,"Con Ingreso Positivo"
"0002784051",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002784071",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002784081",1,204000,0,0,0,0,0,0,204000,1,"Con Ingreso Positivo"
"0002784091",1,264000,0,0,0,0,0,0,264000,1,"Con Ingreso Positivo"
"0002784101",1,171600,1,0,1,0,1,52000,223600,1,"Con Ingreso Positivo"
"0002784141",1,130000,0,0,0,0,1,54000,184000,1,"Con Ingreso Positivo"
"0002784161",1,145600,0,0,0,0,1,25200,170800,1,"Con Ingreso Positivo"
"0002784171",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0002784181",1,154000,0,0,0,0,0,0,154000,1,"Con Ingreso Positivo"
"0002784201",1,228000,0,0,0,0,1,10000,238000,1,"Con Ingreso Positivo"
"0002785011",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0002785021",1,104000,0,0,0,0,1,28800,132800,1,"Con Ingreso Positivo"
"0002785031",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0002785041",1,52000,0,0,0,0,1,43200,95200,1,"Con Ingreso Positivo"
"0002785051",1,91200,0,0,0,0,0,0,91200,1,"Con Ingreso Positivo"
"0002785061",1,80600,0,0,0,0,0,0,80600,1,"Con Ingreso Positivo"
"0002785091",1,510000,0,0,0,0,1,900,510900,1,"Con Ingreso Positivo"
"0002785111",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0002785121",1,41600,0,0,0,0,0,0,41600,1,"Con Ingreso Positivo"
"0002785131",1,0,0,0,0,0,1,33600,33600,1,"Con Ingreso Positivo"
"0002785141",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0002785151",1,194400,0,0,0,0,0,0,194400,1,"Con Ingreso Positivo"
"0002785161",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0002785181",1,104000,0,0,0,0,1,33600,137600,1,"Con Ingreso Positivo"
"0002785191",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0002786011",1,37440,0,0,0,0,1,9600,47040,1,"Con Ingreso Positivo"
"0002786021",1,0,0,0,0,0,1,29700,29700,1,"Con Ingreso Positivo"
"0002786031",1,0,0,0,0,0,1,45300,45300,1,"Con Ingreso Positivo"
"0002786041",1,103200,0,0,0,0,1,54600,157800,1,"Con Ingreso Positivo"
"0002786061",1,109200,0,0,0,0,1,95100,204300,1,"Con Ingreso Positivo"
"0002786071",1,156000,1,0,1,0,1,60000,216000,1,"Con Ingreso Positivo"
"0002786081",1,266000,0,0,0,0,1,158800,424800,1,"Con Ingreso Positivo"
"0002786091",1,36000,0,0,0,0,1,210000,246000,1,"Con Ingreso Positivo"
"0002786101",1,180400,0,0,0,0,1,114000,294400,1,"Con Ingreso Positivo"
"0002786121",1,36400,0,0,0,0,0,0,36400,1,"Con Ingreso Positivo"
"0002786131",1,36400,0,0,0,0,0,0,36400,1,"Con Ingreso Positivo"
"0002786141",1,46800,0,0,0,0,1,13500,60300,1,"Con Ingreso Positivo"
"0002786151",1,190000,0,0,0,0,0,0,190000,1,"Con Ingreso Positivo"
"0002786171",1,41600,0,0,0,0,0,0,41600,1,"Con Ingreso Positivo"
"0002786181",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0002786191",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0002786201",1,0,0,0,0,0,1,26200,26200,1,"Con Ingreso Positivo"
"0002787021",1,480000,0,0,0,0,0,0,480000,1,"Con Ingreso Positivo"
"0002787031",1,130000,0,0,0,0,0,0,130000,1,"Con Ingreso Positivo"
"0002787041",1,20800,0,0,0,0,1,10200,31000,1,"Con Ingreso Positivo"
"0002787051",1,13520,0,0,0,0,0,0,13520,1,"Con Ingreso Positivo"
"0002787061",1,106600,1,12000,0,0,1,43200,161800,1,"Con Ingreso Positivo"
"0002787071",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0002787081",1,127200,0,0,0,0,0,0,127200,1,"Con Ingreso Positivo"
"0002787101",1,216000,0,0,0,0,0,0,216000,1,"Con Ingreso Positivo"
"0002787111",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0002787121",1,98000,0,0,0,0,1,357600,455600,1,"Con Ingreso Positivo"
"0002787131",1,104000,0,0,0,0,1,12000,116000,1,"Con Ingreso Positivo"
"0002787141",1,0,0,0,0,0,1,15000,15000,1,"Con Ingreso Positivo"
"0002787151",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0002787161",1,0,0,0,0,0,1,15000,15000,1,"Con Ingreso Positivo"
"0002787171",1,159200,1,7200,0,0,1,43200,209600,1,"Con Ingreso Positivo"
"0002787181",1,180000,0,0,0,0,0,0,180000,1,"Con Ingreso Positivo"
"0002787191",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002787201",1,288000,0,0,0,0,1,228000,516000,1,"Con Ingreso Positivo"
"0002788011",1,0,0,0,0,0,1,54600,54600,1,"Con Ingreso Positivo"
"0002788041",1,26000,0,0,0,0,1,15300,41300,1,"Con Ingreso Positivo"
"0002788061",1,152400,0,0,0,0,0,0,152400,1,"Con Ingreso Positivo"
"0002788071",1,252200,0,0,0,0,0,0,252200,1,"Con Ingreso Positivo"
"0002788081",1,241200,1,12000,0,0,0,0,253200,1,"Con Ingreso Positivo"
"0002788091",1,67600,0,0,0,0,0,0,67600,1,"Con Ingreso Positivo"
"0002788101",1,220000,0,0,0,0,0,0,220000,1,"Con Ingreso Positivo"
"0002788111",1,78000,0,0,0,0,1,4000,82000,1,"Con Ingreso Positivo"
"0002788121",1,27600,0,0,0,0,0,0,27600,1,"Con Ingreso Positivo"
"0002788131",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002788151",1,39840,0,0,0,0,0,0,39840,1,"Con Ingreso Positivo"
"0002788161",1,182000,0,0,0,0,1,43200,225200,1,"Con Ingreso Positivo"
"0002788171",1,101400,0,0,0,0,1,43200,144600,1,"Con Ingreso Positivo"
"0002788181",1,43200,0,0,0,0,1,61200,104400,1,"Con Ingreso Positivo"
"0002788191",1,0,0,0,0,0,1,93600,93600,1,"Con Ingreso Positivo"
"0002788201",1,121200,0,0,0,0,1,43200,164400,1,"Con Ingreso Positivo"
"0002789011",1,24000,0,0,0,0,1,42300,66300,1,"Con Ingreso Positivo"
"0002789031",1,199200,0,0,0,0,1,3000,202200,1,"Con Ingreso Positivo"
"0002789041",1,93600,0,0,0,0,0,0,93600,1,"Con Ingreso Positivo"
"0002790011",1,114800,0,0,0,0,0,0,114800,1,"Con Ingreso Positivo"
"0002790021",1,26400,0,0,0,0,1,9600,36000,1,"Con Ingreso Positivo"
"0002790031",1,83200,0,0,0,0,0,0,83200,1,"Con Ingreso Positivo"
"0002790041",1,12000,0,0,0,0,1,104000,116000,1,"Con Ingreso Positivo"
"0002790061",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0002790071",1,127400,0,0,0,0,0,0,127400,1,"Con Ingreso Positivo"
"0002790081",1,88400,0,0,0,0,0,0,88400,1,"Con Ingreso Positivo"
"0002790091",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0002790101",1,168440,0,0,0,0,0,0,168440,1,"Con Ingreso Positivo"
"0002790111",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002790121",1,310000,0,0,0,0,0,0,310000,1,"Con Ingreso Positivo"
"0002790141",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0002790151",1,57200,0,0,0,0,0,0,57200,1,"Con Ingreso Positivo"
"0002790161",1,62400,0,0,0,0,0,0,62400,1,"Con Ingreso Positivo"
"0002790171",1,166400,0,0,0,0,1,9000,175400,1,"Con Ingreso Positivo"
"0002790181",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0002790191",1,182000,0,0,0,0,0,0,182000,1,"Con Ingreso Positivo"
"0002790201",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0002791011",1,48400,0,0,0,0,1,15300,63700,1,"Con Ingreso Positivo"
"0002791021",1,0,0,0,0,0,1,24000,24000,1,"Con Ingreso Positivo"
"0002791031",1,19200,0,0,0,0,1,9600,28800,1,"Con Ingreso Positivo"
"0002791041",1,114400,0,0,0,0,1,7500,121900,1,"Con Ingreso Positivo"
"0002791051",1,78000,0,0,0,0,1,19200,97200,1,"Con Ingreso Positivo"
"0002791071",1,31200,0,0,0,0,1,15330,46530,1,"Con Ingreso Positivo"
"0002791081",1,52000,1,6000,0,0,1,54000,112000,1,"Con Ingreso Positivo"
"0002791091",1,312000,0,0,0,0,0,0,312000,1,"Con Ingreso Positivo"
"0002791101",1,80400,0,0,0,0,0,0,80400,1,"Con Ingreso Positivo"
"0002791111",1,104000,0,0,0,0,0,0,104000,1,"Con Ingreso Positivo"
"0002791121",1,192400,0,0,0,0,1,5700,198100,1,"Con Ingreso Positivo"
"0002791131",1,244400,0,0,0,0,1,36000,280400,1,"Con Ingreso Positivo"
"0002791151",1,104000,0,0,0,0,1,4000,108000,1,"Con Ingreso Positivo"
"0002791161",1,72000,0,0,0,0,1,1000,73000,1,"Con Ingreso Positivo"
"0002791171",1,33800,0,0,0,0,0,0,33800,1,"Con Ingreso Positivo"
"0002791181",1,31200,0,0,0,0,1,4000,35200,1,"Con Ingreso Positivo"
"0002791191",1,264000,0,0,0,0,0,0,264000,1,"Con Ingreso Positivo"
"0002791201",1,156000,0,0,0,0,0,0,156000,1,"Con Ingreso Positivo"
"0002791211",1,39600,0,0,0,0,1,15900,55500,1,"Con Ingreso Positivo"
"0002792011",1,66000,0,0,0,0,1,19200,85200,1,"Con Ingreso Positivo"
"0002792021",1,86400,0,0,0,0,1,43200,129600,1,"Con Ingreso Positivo"
"0002792022",1,18200,0,0,0,0,0,0,18200,1,"Con Ingreso Positivo"
"0002792031",1,67600,0,0,0,0,0,0,67600,1,"Con Ingreso Positivo"
"0002792041",1,282400,0,0,0,0,1,43200,325600,1,"Con Ingreso Positivo"
"0002792051",1,239200,0,0,0,0,1,18600,257800,1,"Con Ingreso Positivo"
"0002792061",1,8320,0,0,0,0,0,0,8320,1,"Con Ingreso Positivo"
"0002792071",1,183600,0,0,0,0,0,0,183600,1,"Con Ingreso Positivo"
"0002792081",1,178400,1,60000,0,0,1,43200,281600,1,"Con Ingreso Positivo"
"0002792091",1,108000,0,0,0,0,0,0,108000,1,"Con Ingreso Positivo"
"0002792101",1,79040,0,0,0,0,1,52800,131840,1,"Con Ingreso Positivo"
"0002792121",1,57200,0,0,0,0,0,0,57200,1,"Con Ingreso Positivo"
"0002792131",1,58800,0,0,0,0,1,43200,102000,1,"Con Ingreso Positivo"
"0002792151",1,175200,0,0,0,0,0,0,175200,1,"Con Ingreso Positivo"
"0002792161",1,0,0,0,0,0,1,72000,72000,1,"Con Ingreso Positivo"
"0002792171",1,0,0,0,0,0,1,255000,255000,1,"Con Ingreso Positivo"
"0002792181",1,249600,0,0,0,0,0,0,249600,1,"Con Ingreso Positivo"
"0002792191",1,52000,0,0,0,0,1,4800,56800,1,"Con Ingreso Positivo"
"0002792201",1,189600,0,0,0,0,1,120000,309600,1,"Con Ingreso Positivo"
"0002793011",1,36400,0,0,0,0,1,45300,81700,1,"Con Ingreso Positivo"
"0002793031",1,52000,0,0,0,0,1,67300,119300,1,"Con Ingreso Positivo"
"0002793041",1,171600,0,0,0,0,0,0,171600,1,"Con Ingreso Positivo"
"0002793051",1,166400,0,0,0,0,0,0,166400,1,"Con Ingreso Positivo"
"0002793061",1,85800,0,0,0,0,1,54000,139800,1,"Con Ingreso Positivo"
"0002793071",1,114400,0,0,0,0,1,20100,134500,1,"Con Ingreso Positivo"
"0002793081",1,182000,0,0,0,0,1,185600,367600,1,"Con Ingreso Positivo"
"0002793091",1,20800,1,0,1,0,1,24000,44800,1,"Con Ingreso Positivo"
"0002793101",1,57200,0,0,0,0,1,36400,93600,1,"Con Ingreso Positivo"
"0002793111",1,322400,0,0,0,0,0,0,322400,1,"Con Ingreso Positivo"
"0002793121",1,208000,0,0,0,0,1,6000,214000,1,"Con Ingreso Positivo"
"0002793131",1,78000,0,0,0,0,1,6000,84000,1,"Con Ingreso Positivo"
"0002793141",1,26000,0,0,0,0,0,0,26000,1,"Con Ingreso Positivo"
"0002793151",1,97760,0,0,0,0,1,184800,282560,1,"Con Ingreso Positivo"
"0002793161",1,72000,0,0,0,0,0,0,72000,1,"Con Ingreso Positivo"
"0002793171",1,67600,0,0,0,0,0,0,67600,1,"Con Ingreso Positivo"
"0002793181",1,93600,0,0,0,0,0,0,93600,1,"Con Ingreso Positivo"
"0002793182",1,47320,0,0,0,0,0,0,47320,1,"Con Ingreso Positivo"
"0002793191",1,20800,0,0,0,0,1,16300,37100,1,"Con Ingreso Positivo"
"0002793201",1,93600,0,0,0,0,0,0,93600,1,"Con Ingreso Positivo"
"0002794011",1,83200,0,0,0,0,1,246384,329584,1,"Con Ingreso Positivo"
"0002794021",1,0,0,0,0,0,1,19200,19200,1,"Con Ingreso Positivo"
"0002794031",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0002794041",1,270400,0,0,0,0,0,0,270400,1,"Con Ingreso Positivo"
"0002794051",1,426400,0,0,0,0,0,0,426400,1,"Con Ingreso Positivo"
"0002794061",1,52800,0,0,0,0,0,0,52800,1,"Con Ingreso Positivo"
"0002794071",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0002794081",1,120000,0,0,0,0,0,0,120000,1,"Con Ingreso Positivo"
"0002794091",1,60000,0,0,0,0,1,28800,88800,1,"Con Ingreso Positivo"
"0002794101",1,114400,0,0,0,0,0,0,114400,1,"Con Ingreso Positivo"
"0002794102",1,145200,0,0,0,0,0,0,145200,1,"Con Ingreso Positivo"
"0002794111",1,46800,0,0,0,0,0,0,46800,1,"Con Ingreso Positivo"
"0002794121",1,278400,0,0,0,0,0,0,278400,1,"Con Ingreso Positivo"
"0002794131",1,226000,0,0,0,0,1,52800,278800,1,"Con Ingreso Positivo"
"0002794141",1,199200,0,0,0,0,1,43200,242400,1,"Con Ingreso Positivo"
"0002794151",1,48000,0,0,0,0,1,15000,63000,1,"Con Ingreso Positivo"
"0002794161",1,120800,0,0,0,0,1,156000,276800,1,"Con Ingreso Positivo"
"0002794181",1,258000,0,0,0,0,0,0,258000,1,"Con Ingreso Positivo"
"0002794191",1,131280,0,0,0,0,0,0,131280,1,"Con Ingreso Positivo"
"0002794201",1,0,0,0,0,0,1,27300,27300,1,"Con Ingreso Positivo"
"0002794211",1,52000,0,0,0,0,0,0,52000,1,"Con Ingreso Positivo"
"0002795011",1,288000,0,0,0,0,0,0,288000,1,"Con Ingreso Positivo"
"0002795021",1,62400,0,0,0,0,1,159200,221600,1,"Con Ingreso Positivo"
"0002795031",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0002795041",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002795051",1,275600,0,0,0,0,1,9600,285200,1,"Con Ingreso Positivo"
"0002795061",1,37440,0,0,0,0,1,15000,52440,1,"Con Ingreso Positivo"
"0002795071",1,34400,0,0,0,0,1,9600,44000,1,"Con Ingreso Positivo"
"0002795081",1,26000,0,0,0,0,0,0,26000,1,"Con Ingreso Positivo"
"0002795091",1,322400,0,0,0,0,1,1836000,2158400,1,"Con Ingreso Positivo"
"0002795101",1,93600,0,0,0,0,1,72000,165600,1,"Con Ingreso Positivo"
"0002795111",1,366800,0,0,0,0,1,2000,368800,1,"Con Ingreso Positivo"
"0002795121",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0002795131",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002795151",1,0,0,0,0,0,0,0,0,2,"Con Ingreso cero"
"0002795161",1,93600,0,0,0,0,0,0,93600,1,"Con Ingreso Positivo"
"0002795171",1,78000,0,0,0,0,1,30300,108300,1,"Con Ingreso Positivo"
"0002795181",1,354400,0,0,0,0,0,0,354400,1,"Con Ingreso Positivo"
"0002795191",1,202400,1,0,1,0,1,81200,283600,1,"Con Ingreso Positivo"
"0002795201",1,390000,0,0,0,0,0,0,390000,1,"Con Ingreso Positivo"
"0002795211",1,27600,0,0,0,0,1,14400,42000,1,"Con Ingreso Positivo"
"0002796011",1,105600,0,0,0,0,1,43200,148800,1,"Con Ingreso Positivo"
"0002796021",1,78000,0,0,0,0,0,0,78000,1,"Con Ingreso Positivo"
"0002796031",1,101920,0,0,0,0,0,0,101920,1,"Con Ingreso Positivo"
"0002796041",1,46800,0,0,0,0,1,27000,73800,1,"Con Ingreso Positivo"
"0002796081",1,223600,0,0,0,0,1,2220,225820,1,"Con Ingreso Positivo"
"0002796091",1,72800,0,0,0,0,1,15300,88100,1,"Con Ingreso Positivo"
"0002796101",1,78000,0,0,0,0,1,37400,115400,1,"Con Ingreso Positivo"
"0002796111",1,10400,0,0,0,0,0,0,10400,1,"Con Ingreso Positivo"
"0002796121",1,119600,0,0,0,0,1,9000,128600,1,"Con Ingreso Positivo"
"0002796131",1,20800,0,0,0,0,0,0,20800,1,"Con Ingreso Positivo"
"0002796141",1,275120,0,0,0,0,0,0,275120,1,"Con Ingreso Positivo"
"0002796151",1,29640,0,0,0,0,1,9600,39240,1,"Con Ingreso Positivo"
"0002796161",1,103200,1,16800,0,0,1,43200,163200,1,"Con Ingreso Positivo"
"0002796171",1,93600,0,0,0,0,1,31200,124800,1,"Con Ingreso Positivo"
"0002796201",1,73200,0,0,0,0,0,0,73200,1,"Con Ingreso Positivo"
"0002797011",1,15600,0,0,0,0,1,5700,21300,1,"Con Ingreso Positivo"
"0002797021",1,79800,0,0,0,0,1,19200,99000,1,"Con Ingreso Positivo"
"0002797031",1,24000,0,0,0,0,0,0,24000,1,"Con Ingreso Positivo"
"0002797051",1,39000,0,0,0,0,1,19200,58200,1,"Con Ingreso Positivo"
"0002797061",1,80400,0,0,0,0,0,0,80400,1,"Con Ingreso Positivo"
"0002797071",1,217200,0,0,0,0,1,5800,223000,1,"Con Ingreso Positivo"
"0002797081",1,46800,0,0,0,0,0,0,46800,1,"Con Ingreso Positivo"
"0002797091",1,50600,0,0,0,0,0,0,50600,1,"Con Ingreso Positivo"
"0002797111",1,74400,0,0,0,0,0,0,74400,1,"Con Ingreso Positivo"
"0002797121",1,60000,0,0,0,0,0,0,60000,1,"Con Ingreso Positivo"
"0002797131",1,0,1,36000,0,0,1,138000,174000,1,"Con Ingreso Positivo"
"0002797141",1,45000,0,0,0,0,1,9600,54600,1,"Con Ingreso Positivo"
"0002797151",1,31200,0,0,0,0,0,0,31200,1,"Con Ingreso Positivo"
"0002797171",1,54000,0,0,0,0,0,0,54000,1,"Con Ingreso Positivo"
"0002797181",1,39000,0,0,0,0,0,0,39000,1,"Con Ingreso Positivo"
